Make,Model,Price,Year,Engine Size,Mileage,Fuel Type,Transmission,Color,Body Type,Wheel Drive,Doors,Seats,Engine Power,Top Speed,Acceleration,CO2 Rating,e_Fuel_Type,e_Model,e_Transmission,e_Color,e_Body_Type,e_Wheel_Drive
mercedes-benz,A Class,29690.0,2023,1300.0,5004.0,Petrol,Semiauto,Black,Hatchback,4X2,5.0,5.0,161.0,140.0,8.0,139.0,6,5,6,9,7,0
mercedes-benz,GLC Class,24290.0,2016,2100.0,65691.0,Diesel,Semiauto,Red,SUV,4X4,4.0,5.0,201.0,138.0,7.6,143.0,0,30,6,66,13,1
mercedes-benz,C Class,25333.0,2021,2000.0,25033.0,Diesel,Semiauto,Silver,Saloon,4X2,4.0,5.0,192.0,149.0,6.9,134.0,0,11,6,73,14,0
mercedes-benz,C Class,21799.0,2019,1500.0,37398.0,Hybrid,Semiauto,Grey,Coupe,4X2,2.0,4.0,181.0,149.0,7.9,140.0,4,11,6,33,4,0
mercedes-benz,E Class,24999.0,2018,2000.0,40644.0,Petrol,Semiauto,Red,Convertible,4X2,2.0,4.0,241.0,155.0,6.6,181.0,6,24,6,66,3,0
mercedes-benz,GLA Class,27999.0,2021,2000.0,23303.0,Diesel,Semiauto,Grey,SUV,4X2,5.0,5.0,147.0,129.0,8.0,142.0,0,28,6,33,13,0
mercedes-benz,CLA Class,31499.0,2023,2000.0,9935.0,Diesel,Semiauto,Red,Coupe,4X2,4.0,5.0,188.0,152.0,8.0,140.0,0,13,6,66,4,0
mercedes-benz,B Class,23599.0,2020,1300.0,5396.0,Petrol,Semiauto,Black,MPV,4X2,5.0,5.0,161.0,139.0,8.2,142.0,6,10,6,9,8,0
mercedes-benz,A Class,19299.0,2020,2000.0,29000.0,Diesel,Semiauto,White,Hatchback,4X2,5.0,5.0,147.0,137.0,8.1,107.0,0,5,6,80,7,0
mercedes-benz,GLC Class,28699.0,2020,2000.0,36510.0,Hybrid,Semiauto,Grey,SUV,4X4,5.0,5.0,255.0,149.0,8.0,196.0,4,30,6,33,13,1
mercedes-benz,A Class,14193.0,2017,1500.0,47048.0,Diesel,Semiauto,Black,Hatchback,4X2,5.0,5.0,107.0,118.0,11.3,101.0,0,5,6,9,7,0
mercedes-benz,C Class,20833.0,2017,2100.0,38893.0,Diesel,Semiauto,Black,Saloon,4X2,4.0,5.0,201.0,153.0,8.0,117.0,0,11,6,9,14,0
mercedes-benz,C Class,14999.0,2016,2143.0,68496.0,Diesel,Automatic,Grey,Estate,4X2,5.0,5.0,168.0,142.0,7.6,114.0,0,11,1,33,6,0
mercedes-benz,GLE Class,27995.0,2017,2987.0,58340.0,Diesel,Automatic,Polar White,Estate,4X4,5.0,5.0,255.0,140.0,7.1,179.0,0,31,1,62,6,1
mercedes-benz,C Class,23990.0,2018,2000.0,47000.0,Petrol,Automatic,Black,Coupe,4X2,2.0,4.0,255.0,155.0,6.0,157.0,6,11,1,9,4,0
mercedes-benz,A Class,18790.0,2020,1300.0,51415.0,Petrol,Automatic,Grey,Hatchback,4X2,5.0,5.0,134.0,134.0,8.8,138.0,6,5,1,33,7,0
mercedes-benz,A Class,8840.0,2014,1500.0,97485.0,Diesel,Automatic,White,Hatchback,4X2,5.0,5.0,107.0,118.0,11.3,108.0,0,5,1,80,7,0
mercedes-benz,C Class,20999.0,2020,2000.0,56000.0,Diesel,Automatic,Black,Saloon,4X2,4.0,5.0,241.0,155.0,5.9,152.0,0,11,1,9,14,0
mercedes-benz,C Class,15299.0,2018,2100.0,68500.0,Diesel,Automatic,Black,Estate,4X2,5.0,5.0,168.0,142.0,8.0,114.0,0,11,1,9,6,0
mercedes-benz,C Class,8495.0,2012,2100.0,81548.0,Diesel,Manual,White,Coupe,4X2,2.0,4.0,205.0,149.0,7.0,143.0,0,11,2,80,4,0
mercedes-benz,Vito 2.1 114 PROGRESSIVE L2 136 BHP,19750.0,2020,2100.0,56500.0,Diesel,Manual,Black,Van,4X2,5.0,5.0,134.0,121.0,8.0,140.0,0,88,2,9,16,0
mercedes-benz,GLC Class,26000.0,2018,2143.0,39536.0,Diesel,Automatic,Black,SUV,4X4,5.0,5.0,201.0,138.0,7.6,129.0,0,30,1,9,13,1
mercedes-benz,GLE Class,26500.0,2017,2987.0,36701.0,Diesel,Automatic,Silver,SUV,4X4,5.0,5.0,255.0,140.0,7.1,179.0,0,31,1,73,13,1
mercedes-benz,GLC Class,33000.0,2020,1991.0,37170.0,Petrol,Automatic,Black,Coupe,4X4,4.0,5.0,255.0,149.0,8.0,196.0,6,30,1,9,4,1
mercedes-benz,GLE Class,28898.0,2018,2143.0,52677.0,Diesel,Automatic,White,SUV,4X4,5.0,5.0,201.0,130.0,8.0,156.0,0,31,1,80,13,1
mercedes-benz,GLC Class,38748.0,2021,1950.0,53403.0,Diesel Plugin Hybrid,Automatic,Grey,SUV,4X4,4.0,5.0,302.0,143.0,8.0,55.0,3,30,1,33,13,1
mercedes-benz,C Class,19499.0,2018,2143.0,38814.0,Diesel,Automatic,Blue,Saloon,4X2,4.0,5.0,168.0,146.0,8.0,117.0,0,11,1,10,14,0
